producto_id,clase,revenue_opt,margin_opt,n_days,margin_contribution_pct
0805010011,08FRUV     ,925.49,295.05,119,31.88
0507010011,05CHAR     ,652.87,291.15,68,44.6
0507010005,05CHAR     ,605.78,284.18,63,46.91
0802020011,08FRUV     ,447.36,277.75,85,62.09
0301020008,03CARN     ,2079.22,274.6,231,13.21
0805010245,08FRUV     ,512.3,271.54,94,53.0
0508010002,05CHAR     ,35330.35,268.69,735,0.76
0802010030,08FRUV     ,23455.22,268.21,734,1.14
0302010023,03CARN     ,526.87,255.87,59,48.56
0505030047,05CHAR     ,515.35,252.49,59,48.99
0805010164,08FRUV     ,533.52,252.33,95,47.3
0504050009,05CHAR     ,523.47,249.95,47,47.75
0502080107,05CHAR     ,529.48,247.68,46,46.78
0805010124,08FRUV     ,492.22,241.49,132,49.06
0805010189,08FRUV     ,479.05,233.68,158,48.78
0803010055,08FRUV     ,436.48,231.27,187,52.99
0502080074,05CHAR     ,478.52,231.19,44,48.31
0503020013,05CHAR     ,472.56,227.55,15,48.15
0308050002,03CARN     ,327.95,221.77,46,67.62
0805010199,08FRUV     ,393.4,219.0,163,55.67
0509040009,05CHAR     ,402.33,211.78,46,52.64
0509180028,05CHAR     ,316.3,209.77,38,66.32
0504030033,05CHAR     ,364.58,206.68,46,56.69
0802010033,08FRUV     ,465.73,206.58,166,44.36
0306010012,03CARN     ,397.93,204.6,63,51.42
0803010056,08FRUV     ,453.07,202.76,216,44.75
0502080076,05CHAR     ,391.84,198.26,42,50.6
0805010196,08FRUV     ,393.68,196.06,128,49.8
0805020004,08FRUV     ,228.52,195.42,6,85.52
0502080039,05CHAR     ,382.66,182.85,40,47.78
0505010033,05CHAR     ,290.81,174.62,59,60.05
0310020004,03CARN     ,313.93,173.24,29,55.18
0502080043,05CHAR     ,323.45,172.37,36,53.29
0502080035,05CHAR     ,344.32,172.06,38,49.97
0805010013,08FRUV     ,604.99,171.53,132,28.35
0502080042,05CHAR     ,365.6,168.2,38,46.01
0805010131,08FRUV     ,300.15,167.44,35,55.79
0301060016,03CARN     ,264.35,165.25,14,62.51
0502080041,05CHAR     ,323.48,161.88,36,50.04
0803010018,08FRUV     ,310.12,157.77,178,50.87
0505030011,05CHAR     ,250.33,157.35,31,62.86
0805010038,08FRUV     ,405.79,157.09,34,38.71
0803010008,08FRUV     ,256.52,156.44,61,60.99
0802040039,08FRUV     ,251.9,144.31,27,57.29
0509020002,05CHAR     ,244.38,143.92,36,58.89
0805010063,08FRUV     ,249.05,143.52,66,57.63
0805010113,08FRUV     ,310.12,138.33,80,44.61
0504030032,05CHAR     ,246.81,137.04,37,55.52
0802010031,08FRUV     ,264.44,127.09,69,48.06
0301060008,03CARN     ,147.24,123.26,7,83.71
0302010025,03CARN     ,258.3,123.23,31,47.71
0803010005,08FRUV     ,223.06,119.96,47,53.78
0309030008,03CARN     ,4545.92,119.73,207,2.63
0309040002,03CARN     ,139.32,116.25,14,83.44
0308050003,03CARN     ,157.37,109.48,21,69.57
0805010194,08FRUV     ,234.27,106.77,100,45.58
0802050004,08FRUV     ,238.73,103.42,44,43.32
0805010195,08FRUV     ,217.39,100.24,95,46.11
0509100038,05CHAR     ,206.18,98.95,17,47.99
0803010026,08FRUV     ,142.24,98.77,72,69.44
0802010028,08FRUV     ,242.91,97.38,17,40.09
0509040010,05CHAR     ,177.2,87.16,22,49.19
0306010016,03CARN     ,170.76,86.75,32,50.8
0509040015,05CHAR     ,164.64,81.73,20,49.64
0805010193,08FRUV     ,174.34,79.27,67,45.47
0805010283,08FRUV     ,166.26,77.97,25,46.9
0805010188,08FRUV     ,159.32,77.08,44,48.38
0803010033,08FRUV     ,82.54,74.97,3,90.83
0508010001,05CHAR     ,54542.89,74.95,736,0.14
0805010282,08FRUV     ,145.24,74.2,22,51.09
0509140009,05CHAR     ,112.57,68.79,6,61.11
0509040013,05CHAR     ,131.68,68.13,16,51.74
0308040006,03CARN     ,111.62,66.11,2,59.23
0505030046,05CHAR     ,90.6,61.58,13,67.97
0306010014,03CARN     ,140.32,61.44,20,43.79
0309040012,03CARN     ,76.37,61.12,3,80.03
0802010036,08FRUV     ,85.14,55.84,24,65.59
0310020005,03CARN     ,63.3,55.4,8,87.52
0503020053,05CHAR     ,103.26,53.77,2,52.07
0803010034,08FRUV     ,64.47,51.97,14,80.61
0509040011,05CHAR     ,102.48,51.6,13,50.35
0803010004,08FRUV     ,101.67,47.22,35,46.44
0805010247,08FRUV     ,95.9,46.59,30,48.58
0509040012,05CHAR     ,88.31,46.24,11,52.36
0503020022,05CHAR     ,119.29,44.99,4,37.71
0805010001,08FRUV     ,767.98,43.5,97,5.66
0805010181,08FRUV     ,81.82,42.12,19,51.48
0805010187,08FRUV     ,77.61,39.16,27,50.46
0509040016,05CHAR     ,71.28,38.29,9,53.72
0302010027,03CARN     ,51.25,37.58,6,73.33
0802040045,08FRUV     ,55.0,35.92,12,65.31
0803010021,08FRUV     ,57.64,34.6,44,60.03
0805010192,08FRUV     ,70.8,33.03,12,46.65
0509100008,05CHAR     ,67.83,31.99,5,47.16
0805010004,08FRUV     ,826.88,31.4,163,3.8
0505020004,05CHAR     ,54.28,26.65,7,49.1
0509150027,05CHAR     ,45.69,25.51,6,55.83
0805010105,08FRUV     ,50.5,24.74,8,48.99
0308050012,03CARN     ,35.74,23.27,2,65.11
0509090007,05CHAR     ,41.99,23.24,4,55.35
0306010015,03CARN     ,43.65,19.97,10,45.75
0803010061,08FRUV     ,27.06,19.79,1,73.13
0509070008,05CHAR     ,39.97,19.63,3,49.11
0502080108,05CHAR     ,40.37,19.13,5,47.39
0509150028,05CHAR     ,37.22,18.94,5,50.89
0310010004,03CARN     ,36.83,18.69,2,50.75
0802020006,08FRUV     ,40.6,17.8,15,43.84
0502080106,05CHAR     ,38.9,17.56,3,45.14
0805020009,08FRUV     ,26.89,17.04,3,63.37
0503030061,05CHAR     ,21.46,15.46,1,72.04
0308020002,03CARN     ,25.7,14.51,5,56.46
0509120008,05CHAR     ,25.35,14.31,2,56.45
0805010108,08FRUV     ,31.31,13.65,7,43.6
0310010005,03CARN     ,15.41,13.65,3,88.58
0502050006,05CHAR     ,6812.26,13.11,446,0.19
0802010034,08FRUV     ,14.96,12.89,1,86.16
0502040041,05CHAR     ,23.62,12.64,3,53.51
0803010030,08FRUV     ,12.2,12.2,7,100.0
0805020024,08FRUV     ,18.99,10.95,2,57.66
